"Source" "Target" "Weight"
166 167 243
166 172 30
85 170 94
85 174 139
167 170 27
167 174 8
168 176 126
169 170 785
169 171 5
169 174 71
169 177 80
170 171 53
170 174 81
170 175 35
170 177 322
117 171 47
171 174 30
172 176 117
173 174 356
157 174 18
174 176 3
174 177 72
169 175 5
111 176 48
165 177 17
179 180 110
179 183 58
179 184 233
179 182 1195
179 187 30
179 188 172
179 193 60
179 189 40
179 199 118
179 209 313
179 185 104
180 183 55
180 184 54
180 182 736
180 185 216
180 186 18
180 188 7
180 209 79
86 181 5
181 184 57
181 182 2206
181 185 278
182 209 1618
183 184 72
183 185 215
182 183 169
183 209 29
182 193 1090
182 199 1449
182 184 1389
184 185 107
184 188 72
184 199 243
182 185 1906
182 187 619
182 188 1025
133 185 64
136 185 49
185 186 25
182 186 32
186 189 35
18 187 38
98 187 57
147 188 54
148 188 52
188 189 22
188 199 6
188 203 11
188 206 15
188 209 146
15 182 50
182 190 262
182 200 754
182 206 432
182 189 163
182 198 60
182 211 34
189 203 2535
189 206 2501
189 190 1106
189 193 1578
189 196 609
189 199 1244
189 209 1265
190 198 289
190 199 128
190 202 453
190 203 190
190 206 231
190 209 763
191 193 653
191 194 281
191 199 601
191 200 1257
191 201 245
191 203 693
191 206 800
191 209 1919
189 192 142
189 197 33
189 201 22
192 199 72
192 203 78
3 193 31
142 193 154
193 196 51
193 198 183
193 199 2029
193 200 509
193 201 206
193 202 665
193 203 1587
193 204 68
193 206 860
193 207 3555
193 209 10647
193 211 88
189 207 1155
194 199 332
194 200 93
194 209 185
194 203 143
194 206 176
195 199 341
195 200 79
195 203 88
195 206 199
195 209 2048
196 197 18
196 199 43
196 203 140
196 206 277
196 209 293
189 198 228
88 198 94
198 199 88
198 203 249
198 206 224
198 209 362
199 200 682
199 201 677
199 202 1356
199 203 2095
199 206 2731
199 209 14087
199 204 198
199 207 4102
199 211 77
200 206 1134
200 209 5507
200 201 411
200 203 539
179 200 32
200 202 608
200 207 1725
201 209 930
201 203 110
201 206 258
202 203 4180
202 206 4042
202 205 75
202 207 2578
202 209 5672
202 204 126
203 206 5079
203 204 139
203 207 2225
203 209 5087
204 206 59
204 207 111
179 203 48
205 207 29
206 207 4003
206 209 8275
125 207 49
207 209 7609
207 208 14
209 210 23
209 211 59
40 209 75
204 209 80
1 120 19
9 37 3
10 11 11
10 15 19
10 17 25
10 57 7
11 62 3
11 88 50
13 76 2
13 48 15
13 62 8
15 59 29
13 16 3
16 17 12
9 17 37
17 60 25
17 103 22
18 161 54
18 174 33
19 84 60
19 59 23
20 185 49
22 85 6
25 53 6
25 100 6
26 82 32
29 82 23
32 185 62
37 41 4
37 56 3
37 62 8
37 73 11
37 75 4
39 48 2
40 182 12
40 193 38
40 203 31
16 41 2
41 52 6
41 62 29
43 46 9
44 46 3
47 62 13
47 73 2
48 75 4
50 78 4
48 56 8
9 57 3
58 62 9
59 63 17
59 212 6
17 61 16
61 62 12
48 62 6
62 65 8
62 66 23
66 80 22
9 67 16
72 77 2
72 76 10
74 134 20
52 76 1
17 79 52
72 79 2
80 139 53
85 99 13
38 85 4
88 103 29
88 100 26
88 161 56
91 180 17
105 161 4
107 116 14
108 117 14
108 164 21
113 115 21
115 116 10
120 124 3
124 128 7
80 125 7
126 128 11
126 147 27
120 128 3
130 180 2
132 204 31
133 179 14
92 137 24
137 187 14
87 137 14
139 189 11
30 139 22
80 218 10
80 143 26
145 149 10
151 164 3
152 156 6
152 207 152
150 153 18
157 173 17
164 174 21
165 167 5
